AbsoluteDifference,PercentageDifference,TimeDeviation
49.584905660376535,0.0674624566807844,0.0674624566807844
244.8301886792433,1.9247656342707804,1.9247656342707804
113.43396226415643,0.15534642873754645,0.15534642873754645
282.7169811320764,6.367499575046766,6.367499575046766
116.60377358490223,0.22363592939183397,0.22363592939183397
67.47169811320782,0.09864283349884184,0.09864283349884184
149.3584905660391,0.20726962332228574,0.20726962332228574
142.49056603773715,0.7760924076129475,0.7760924076129475
23737.509433962263,56.19675528873642,56.19675528873642
183.92452830188267,0.25609096115550356,0.25609096115550356
190.56603773585084,0.4596382965167652,0.4596382965167652
300.9811320754743,0.6514743118516759,0.6514743118516759
154.8679245283056,0.5839665329121628,0.5839665329121628
67.16981132075307,0.09072097693240555,0.09072097693240555
143.62264150944247,0.25437945715452087,0.25437945715452087
146.86792452829832,0.3220787818603033,0.3220787818603033
68.30188679245475,0.1266256707312843,0.1266256707312843
139.2452830188704,0.21078607783661885,0.21078607783661885
172.67924528301955,1.2963907303529996,1.2963907303529996
139.77358490566257,0.25376467847796397,0.25376467847796397
98.41509433962347,0.38685178592619285,0.38685178592619285
6133.207547169812,21.076314595085265,21.076314595085265
133.20754716981173,0.37950868139547506,0.37950868139547506
64.15094339622556,0.5939902166317181,0.5939902166317181
85.88679245283129,0.10682436872242697,0.10682436872242697
129.28301886792178,0.33098571138740857,0.33098571138740857
110.8679245283056,0.34409660002577774,0.34409660002577774
206.41509433962347,1.728769634335205,1.728769634335205
198.03773584905866,0.3033666296707394,0.3033666296707394
150.0377358490514,0.7577663426719767,0.7577663426719767
91.39622641509413,0.5927122335609217,0.5927122335609217
104.22641509434106,0.43977390335165006,0.43977390335165006
117.13207547170168,0.1807593757279347,0.1807593757279347
196.90566037735698,0.40267006212138445,0.40267006212138445
127.92452830188995,0.21957522880516642,0.21957522880516642
51168.60377358491,181.44894955171952,181.44894955171952
408.6037735849095,0.5174819827569775,0.5174819827569775
150.2641509433961,1.7513304305757122,1.7513304305757122
317.2830188679218,0.4860340362560076,0.4860340362560076
49955.32075471699,174.18173205968264,174.18173205968264
251.0188679245275,2.6478783536342565,2.6478783536342565
135.62264150942792,0.16367685434398738,0.16367685434398738
133.88679245283038,5.0714694110920595,5.0714694110920595
90.49056603773715,0.34670714956987414,0.34670714956987414
234.0377358490514,0.8109415656585288,0.8109415656585288
79.32075471698772,0.11367262068929167,0.11367262068929167
64.30188679245293,2.4356775300171565,2.4356775300171565
315.4716981132078,3.3277605286203356,3.3277605286203356
30404.528301886792,75.6331549798179,75.6331549798179
25.81132075471669,0.42175360710321386,0.42175360710321386
181.43396226415643,0.2709587250062073,0.2709587250062073
196.0,0.2983257229832572,0.2983257229832572
282.86792452830196,2.840039402894598,2.840039402894598
43.773584905662574,0.06388439128088526,0.06388439128088526
54.94339622641519,1.7610062893081793,1.7610062893081793
68.45283018867485,0.08085616606269178,0.08085616606269178
198.56603773585084,0.4490412431837423,0.4490412431837423
216.83018867924693,0.2579469291925374,0.2579469291925374
133.66037735849022,0.5846910645603246,0.5846910645603246
72.90566037736426,0.09000698812020279,0.09000698812020279
212.67924528301955,0.3481978475491479,0.3481978475491479
38.03773584905139,0.12191582002901086,0.12191582002901086
83.77358490566257,0.1253345076386334,0.1253345076386334
96.30188679245475,0.28764004418295924,0.28764004418295924
235.0188679245257,0.4565246074679986,0.4565246074679986
991.4716981132078,71.84577522559476,71.84577522559476
166.7169811320764,1.5698397470063692,1.5698397470063692
40453.28301886792,78.948639771405,78.948639771405
51.320754716981355,1.6448959845186333,1.6448959845186333
334.41509433962347,0.7687703318152264,0.7687703318152264
81.13207547170168,0.1272061390274407,0.1272061390274407
299.69811320754525,0.45616151173142355,0.45616151173142355
124.0,0.34159779614325064,0.34159779614325064
23.018867924525694,0.03983881606875336,0.03983881606875336
285.2830188679236,2.3307436182019905,2.3307436182019905
